Phrase	Transcription	Notes
{{c1::السَّلَامُ عَلِيكُمْ::Pokój z wami}}.	{{c1::Salām ʿalēkum}}.
{{c1::وَعَلِيكُمْ السَّلَام::I z wami pokój}}.	{{c1::Wa ʿalēkum salām}}.
{{c1::مَرْحَبْ::Cześć}}.	{{c1::Marḥab}}.
{{c1::مَرْحَبَا::Cześć}}.	{{c1::Marḥabā}}.
{{c1::مَرْحَبْ بِيكْ::Cześć}}.	{{c1::Marḥab bīk}}.	r.m.
{{c1::مَرْحَبْ بِيكِي::Cześć}}.	{{c1::Marḥab bīkī}}.	r.ż.
{{c1::مَرْحَبْ بِيكُوا::Cześć}}.	{{c1::Marḥab bīkū}}.	r.m.
{{c1::أَهْلًا وَسَهْلًا::Witaj}}.	{{c1::Ahlan wa sahlan}}.
{{c1::أَهْلًا بِيكْ::Witaj}}.	{{c1::Ahlan bīk}}.	r.m.
{{c1::أَهْلًا بِيكِي::Witaj}}.	{{c1::Ahlan bīkī}}.	r.ż.
{{c1::أَهْلًا بِيكُوا::Witajcie}}.	{{c1::Ahlan bīkū}}.	r.m.
{{c1::أَهْلًا وَسَهْلًا بِيكْ::Witaj}}.	{{c1::Ahlan wa sahlan bīk}}.	r.m.
{{c1::أَهْلًا وَسَهْلًا بِيكِي::Witaj}}.	{{c1::Ahlan wa sahlan bīkī}}.	r.ż.
{{c1::أَهْلًا وَسَهْلًا بِيكُوا::Witajcie}}.	{{c1::Ahlan wa sahlan bīkū}}.	r.m.
{{c1::إِزَّيَّكْ::Jak się masz}}؟	{{c1::Ezzayyak}}?	r.m.
{{c1::أنَا::Ja}} {{c2::كُويس::mam się dobrze}}.	{{c1::Anā}} {{c2::kuwayyis}}.	r.m.
{{c1::كُلْ شِيء::Wszystko}} {{c2::تَمَامْ::dobrze}}.	{{c1::Kull šīʾ}} {{c2::tamām}}.
{{c1::أنَا::Ja}} {{c2::بِخِيرْ::mam się dobrze}}.	{{c1::Anā}} {{c2::biḫēr}}.
{{c1::يَعْنِي::Może być}}.	{{c1::Yaʿnī}}.
{{c1::الْحَمدُلله::Dzięki Bogu}}.	{{c1::El-ḥamdu li-l-Lāh}}.
{{c1::أنَا::Ja}} {{c2::بِخِيرْ::mam się dobrze}} {{c3::شُكْرًا::dziękuję}}.	{{c1::Anā}} {{c2::biḫēr}}, {{c3::šukran}}.
{{c1::الْحَمْدُلله::Bogu dzięki}} أنَا {{c2::بِخِيرْ::mam się dobrze}}.	{{c1::El-ḥamdu li-l-Lāh}}, anā {{c2::biḫēr}}.
{{c1::الْحَمْدُلله::Bogu dzięki}} {{c2::شُكْرًا::dziękuję}}.	{{c1::El-ḥamdu li-l-Lāh}}, {{c2::šukran}}.
أنَا {{c1::كُويسْ::mam się dobrze}} الْحَمْدُلله.	Anā {{c1::kuwayyis}} el-ḥamdu li-l-Lāh.	r.m.
{{c1::كُلُّهْ::Wszystko}} {{c2::تَمَام::w porządku}} الْحَمدُلله.	{{c1::Kullu}} {{c2::tamām}} el-ḥamdu li-l-Lāh.
{{c1::كُلُّهْ::Wszystko}} {{c2::تَمَامْ::w porządku}} {{c3::شُكْرًا::dziękuję}}.	{{c1::Kullu}} {{c2::tamām}}, {{c3::šukran}}.
{{c1::فُلْ الْفُلْ::Doskonale}} {{c2::كُلْ شِيء::wszystko}} {{c3::تَمَام::w porządku}}.	{{c1::Full el-full}} {{c2::kull šīʾ}} {{c3::tamām}}.
{{c1::أنَا::Jestem}} {{c2::تَعْبَان::zmęczony}}.	{{c1::Anā}} {{c2::taʿbān}}.
أنَا {{c1::تَعْبَانْ::zmęczony}} {{c2::النَّهَارَدةْ::dzisiaj}}.	Anā {{c1::taʿbān}} {{c2::en-nahār-da}}.
{{c1::إِزَّيِّكْ::Jak się masz}}؟	{{c1::Ezzayyik}}?	r.ż
أنَا {{c1::كُويسَة::mam się dobrze}}.	Anā {{c1::kuwayyisa}}.	r.ż.
أنَا {{c1::تَعْبَانَة::zmęczona}}.	Anā {{c1::taʿbāna}}.
{{c1::إِزَّيُّكُوا::Jak się macie}}؟	{{c1::Ezzayyukū}}?
{{c1::إِحْنَا::My}} {{c2::كُويسِينْ::mamy się dobrze}}.	{{c1::Eḥnā}} {{c2::kuwayyisīn}}.
{{c1::إِحْنَا::Jesteśmy}} {{c2::تَعْبَانِينْ::zmęczeni}}.	{{c1::Eḥna}} {{c2::taʿbānīn}}.
{{c1::إِحْنَا::My}} {{c2::فُلْ الْفُلْ::mam się doskonale}}.	{{c1::Eḥnā}} {{c2::full el-full}}.
{{c1::إِنْتَ::Ty}} {{c2::كُويسْ::masz się dobrze}} {{c3::النَّهَارْدَة::dzisiaj}}؟	{{c1::Enta}} {{c2::kuwayyis}} {{c3::en-nahār-da}}?	r.m.
أنَا {{c1::كُويسْ::mam się dobrze}} {{c2::الْحَمْدُلله::Bogu dzięki}}.	Anā {{c1::kuwayyis}} {{c2::el-ḥamdu li-l-Lāh}}.
أنَا {{c1::مِشْ كُويسْ::niedobrze}}،أنَا {{c2::تَعْبَانْ::zmęczony}} النَّهَارْدَة.	Anā {{c1::miš kuwayyis}}, anā {{c2::taʿbān}} en-nahār-da.
أنَا {{c1::تَعْبَانْ شُويةْ::trochę zmęczony}} النَّهَارْدَة.	Anā {{c1::taʿbān šuwayya}} en-nahār-da.
أنَا {{c1::مُرْهَقْ::wyczerpany}} النَّهَارْدَة.	Anā {{c1::murhaq}} an-nahār-da.
أنَا {{c1::مُرْهَقْ قُوِي::bardzo zmęczony}} النَّهَارْدَة.	Anā {{c1::murhaq ʾawī}} en-nahār-da.
أنَا {{c1::مُرْهَقْ جِدًّا::bardzo zmęczony}} النَّهَارْدَة.	Anā {{c1::murhaq giddan}} en-nahār-da.
أنَا {{c1::مُمْتَازْ جِدًّا::doskonale}} النَّهَارْدَة.	Anā {{c1::mumtāz giddan}} en-nahār-da.	r.m.
{{c1::إِنْتِ::Ty}} {{c2::كُويسَةْ::masz się dobrze}} النَّهَارْدَة؟	{{c1::Enti}} {{c2::kuwayyisa}} en-nahār-da?	r.ż.
أنَا {{c1::كُويسَةْ جِدًّا::mam się bardzo dobrze}} {{c2::شُكْرًا::dziękuję}}.	Anā {{c1::kuwayyisa giddan}}, {{c2::šukran}}.	r.ż.
أنَا {{c1::مُمْتَازَةْ::mam się świetnie}} النَّهَارْدَة.	Anā {{c1::mumtāza}} en-nahār-da.	r.ż.
أنَا {{c1::تَعْبَانَةْ شُويةْ::trochę zmęczona}}.	Anā {{c1::taʿbāna šuwayya}}.
أنَا {{c1::مُرْهَقَةْ شُويةْ::trochę wyczerpana}} النَّهَارْدَة.	Anā {{c1::murhaqa šuwayya}} en-nahār-da.
أنَا {{c1::مُرْهَقَةْ قُوي::bardzo wyczerpana}} النَّهَارْدَة.	Anā {{c1::murhaqa ʾawī}} en-nahār-da.
أنَا {{c1::مَشْغُولَة جِدًّا::bardzo zajęta}} {{c2::وِتَعْبَانَة أَوي::i bardzo zmęczona}}.	Anā {{c1::mašġūla giddan}} {{c2::wi taʿbāna ʾawī}}.
إِنْتُو {{c1::كُويسِينْ::macie się dobrze}} النَّهَارْدَة؟	Entū {{c1::kuwayyisīn}} en-nahār-da?
إِحْنَا {{c1::مُمْتَازِينْ::mamy się doskonale}} الْحَمْدُلله.	Eḥnā {{c1::mumtazīn}} el-ḥamdu li-l-Lāh.
{{c1::إِحْنَا::My}} {{c2::كُويسِينْ::mamy się dobrze}} الْحَمْدُلله.	{{c1::Eḥnā}} {{c2::kuwayyisīn}} el-ḥamdu li-l-Lāh.
{{c1::كُلْ شِيء::Wszystko}} {{c2::تَمَامْ::w porządku}} الْحَمْدُلله.	{{c1::Kull šīʾ}} {{c2::tamām}} el-ḥamdu li-l-Lāh.
{{c1::فُلْ الْفُلْ::Doskonale}} {{c2::كُلْ شِيء::wszystko}} {{c3::تَمَامْ::w porządku}}.	{{c1::Full el-full}} {{c2::kull šīʾ}} {{c3::tamām}}.
{{c1::إِحْنَا::Jesteśmy}} {{c2::تَعْبَانِينْ شُويةْ::trochę zmęczeni}}.	{{c1::Eḥnā}} {{c2::taʿbānīn šuwayya}}.
{{c1::إِحْنَا::Jesteśmy}} {{c2::تَعْبَانِين::zmęczeni}} النَّهَارْدَة.	{{c1::Eḥnā}} {{c2::taʿbānīn}} en-nahār-da.
إِحْنَا {{c1::تَعْبَانِين أَوِي::bardzo zmęczeni}} النَّهَارْدَة.	Eḥnā {{c1::taʿbānīn ʾawī}} en-nahār-da.
إِحْنَا {{c1::مُرْهَقِينْ شُويةْ::trochę wyczerpani}}.	Eḥnā {{c1::murhaqīn šuwayya}}.
إِحْنَا {{c1::مُمْتَازِينْ::mamy się doskonale}} الْحَمْدُلله.	Eḥnā {{c1::mumtāzīn}} el-ḥamdu li-l-Lāh.
إِحْنَا {{c1::مَشْغُولِينْ وِتَعْبَانِين قَوِي::bardzo zajęci i zmęczeni}} النَّهَارْدَة.	Eḥnā {{c1::mašġūlīn wi taʿbānīn ʾawī}} en-nahār-da.
